Gene.Name
BNIP3L
EPHX2
GULOP
CLU
MIR6843
PLPP5
CA8
RN7SKP135
RNA5SP272
MTCO1P47
LINC01608
LINC00051
TSNARE1
IQANK1
MIR937
PUF60
NRBP2
MIR6845
RNF38
MIGA2
CACNB2
NSUN6
ARL5B
PRKG1
ZNF365
LINC00502
RPL23AP58
TRIM8
ARL3
SFXN2
WBP1L
RNU6-1231P
CYP17A1
PFN1P11
PTGES3P4
BORCS7
BORCS7-ASMT
AS3MT
RPL22P17
CNNM2
NT5C2
RPS15AP29
MARCKSL1P1
ABCC8
LINC02489
CREB3L1
DGKZ
MIR4688
MDK
CHRM4
AMBRA1
MIR3160-2
MIR3160-1
HARBI1
ATG13
ARHGAP1
ZNF408
F2
CKAP5
MIR5582
SNORD67
LRP4-AS1
LRP4
C11orf49
ARFGAP2
PACSIN3
MIR6745
DDB2
MYBPC3
SPI1
FOLH1
MIR130A
YPEL4
ZDHHC5
MED19
TMX2
TMX2-CTNND1
PPIAP42
SELENOH
BTBD18
CTNND1
OR5BA1P
OR5AZ1P
RCOR2
MACROD1
OVOL1
OVOL1-AS1
TTC12
DRD2
MIR4301
SIAE
NRGN
VSIG2
ESAM
MSANTD2
LINC02551
SNX19
RN7SL167P
MIR4697
IGSF9B
B3GAT1
RPS4XP14
CACNA1C
CACNA1C-AS4
CACNA1C-IT3
MCRS1
C12orf10
SP7
PCBP2
PCBP2-OT1
NAB2
STAT6
LRP1
NXPH4
SHMT2
R3HDM2
TBC1D15
MRS2P2
RNA5SP366
FAM222A
TRPV4
MIR4497
TCHP
GIT2
ANKRD13A
C12orf76
IFT81
ATP2A2
RN7SL769P
ANAPC7
HMGA1P3
ARPC3
GPN3
RPL31P49
FAM216A
VPS29
RAD9B
PPTC7
TCTN1
RN7SL387P
HVCN1
PPP1CC
ABCB9
OGFOD2
ARL6IP4
PITPNM2
MIR4304
PITPNM2-AS1
MPHOSPH9
C12orf65
CDK2AP1
RNA5SP375
SBNO1
MIR8072
KMT5A
RILPL2
TRPC4
RBM26
RNA5SP33
RBM26-AS1
NDFIP2-AS1
NDFIP2
LINC01068
LINC02326
NPAS3
RGS6
BCL11B
RNU7-160P
BAG5
APOPT1
RNU4-68P
KLC1
XRCC3
ZFYVE21
PPP1R13B
SNORD51
LINC00637
NUTM1
LPCAT4
BUB1B-PAK6
PAK6
ANKRD63
PLCB2
PLCB2-AS1
LCMT2
ADAL
ZSCAN29
TUBGCP4
RN7SL487P
MAP1A
PPIP5K1
CATSPER2
PDIA3P2
CATSPER2P1
RNU6-354P
PDIA3
ELL3
SERF2
MIR1282
SERINC4
HYPK
MFAP1
WDR76
CCNB2
IREB2
HYKK
PSMA4
CHRNA5
CHRNA3
CHRNB4
RPL18P11
ADAMTS7P1
GOLGA6L17P
GOLGA6L9
RPS17
CPEB1
CPEB1-AS1
AP3B2
ACTG1P17
DNM1P41
UBE2Q2L
CSPG4P11
GOLGA6L4
LINC00933
ZSCAN2
SCAND2P
EGLN1P1
WDR73
NMB
SEC11A
ZNF592
ALPK3
SNORA25
FANCI
RN7SL363P
FURIN
FES
MAN2A2
RBFOX1
KCTD13
TMEM219
TAOK2
HIRIP3
INO80E
DOC2A
C16orf92
FAM57B
ALDOA
PPP4C
TBX6
YPEL3
GDPD3
MAPK3
SETD6
CNOT1
SNORA46
SNORA50
SNORA50A
RPL13
SNORD68
CPNE7
SPATA2L
FANCA
SMG6-IT1
ARHGAP44
ELAC2
EPN2
EPN2-IT1
EPN2-AS1
B9D1
MIR1180
MAPK7
MFAP4
CDK5R1
ARL17B
DND1P1
RPS26P8
LINC02210
CRHR1
MAPT-AS1
MAPT
MAPT-IT1
KANSL1
KANSL1-AS1
MAPK8IP1P1
NSF
RPS7P11
RPL32P31
PPIAP14
MIR4528
LINC01929
RNA5SP459
TCF4
TCF4-AS1
MIR4529
TCF4-AS2
RPL21P126
LINC01415
LINC01416
LINC01539
KCNG2
PQLC1
RBFA
RBFADN
ZNF823
ZNF491
ZNF440
NCAN
HAPLN4
TM6SF2
SUGP1
MAU2
GATAD2A
MIR640
TSSK6
NDUFA13
YJEFN3
CILP2
PHF5CP
LPAR2
GMIP
ATP13A1
ZNF536
NOSIP
PRRG2
PRR12
RRAS
SCAF1
IRF3
BCL2L12
PRMT1
MIR5088
SLC32A1
ACTR5
RN7SKP173
PPP1R16B
RN7SL116P
KCNS1
KCNB1
PTGIS
EEF1A2
PPDPF
PTK6
NRIP1
CACNA1I
SLC25A17
XPNPEP3
DNAJB7
RNU6-379P
RBX1
SNORD140
MIR1281
EP300
RNU6-375P
EP300-AS1
LRRC37A14P
L3MBTL2
CHADL
RANGAP1
MIR6889
TOB2
ACO2
CSDC2
CCDC134
SREBF2-AS1
SREBF2
MIR33A
SHISA8
TNFRSF13C
MIR378I
CENPM
LINC00634
3-Sep
WBP2NL
SLC25A5P1
NAGA
PHETA2
SMDT1
NDUFA6
NDUFA6-DT
OLA1P1
CYP2D6
CYP2D7
CYP2D8P
TCF20
OGFRP1
